mvp_hfr_id,official_hfr_id,hospital_name,source_record_id,address,latitude,longitude,source
HFR_MOCK_004034,,Kamal Hospital,8033,"673, Sector-13, Urban Estate, Karnal, Haryana - 132001",28.467897,77.006888,data.gov.in
HFR_MOCK_004035,,Krishna Hospital (Karnal),8034,"Oppositecivil Hospital, Karnal, Haryana - 132001",20.9502428,72.9186492,data.gov.in
HFR_MOCK_004036,,Life Care Hospital,8035,"Sector-7, Urban Estate, Near Community Centre, Karnal, Haryana - 132001",30.7076608,76.8446178,data.gov.in
HFR_MOCK_004037,,Luthra Clinic,8036,"1833/6, Housin Board Colony, Karnal, Haryana - 132001",29.9205412,73.8841725,data.gov.in
HFR_MOCK_004038,,Monga Nursing Home,8040,"Kunjpura Road, Karnal, Haryana - 132001",29.7109366,77.013356,data.gov.in
HFR_MOCK_004039,,Noor Medical Centre,8044,"218, Sector- 6, Karnal, Haryana - 132001",29.6758311,77.0089452,data.gov.in
HFR_MOCK_004040,,Om Prakash Goel Medicare,8045,"Near Ramlila Ground Railway Road, Karnal, Haryana - 132001",32.2732942,75.6508282,data.gov.in
HFR_MOCK_004041,,Sh. Moolchand Kidney Hospital and Urological Institute,8059,"1075-76, Sector -13, Urban Estate, Karnal, Haryana - 132001",28.4721846,77.0156836,data.gov.in
HFR_MOCK_004042,,Singla Children and Maternity Hospital,8063,"Urban Estate, Karnal, Haryana - 132001",29.6957862,77.0057059,data.gov.in
HFR_MOCK_004043,,Sugam Priya Hospital,8065,"Prabhu Nagar,Kamarajar Salai, Karnal, Haryana - 132001",10.927477,79.8382923,data.gov.in
HFR_MOCK_004044,,Sushil Garg Hospital / Sushil Garg Eye and Maternity Hospital,8067,"1942-43, Sec-13, Urban Estate, Karnal, Haryana - 132001",29.1385929,75.7410228,data.gov.in
HFR_MOCK_004045,,Thakur Hospital,8069,"No. 40/14, Urban Estate, Karnal, Haryana - 132001",28.4752536,77.0090802,data.gov.in
HFR_MOCK_004046,,Uttam Clinic and Hospital,8070,"37, Sector 14, Urban Estate, Karnal, Haryana - 132001",30.678704,76.844589,data.gov.in
HFR_MOCK_004047,,Virmani Ayurveda Panchkarma Chikitsakyam Holyayu,8072,"95 Dyal Singh Colony, Karnal, Haryana - 132001",29.6911901,76.9916675,data.gov.in
HFR_MOCK_004048,,Dr. Gain Bhushan Nursing Home and Heart Centre,8074,"Kunjpura Road, Karnal, Haryana - 132022",29.7109366,77.013356,data.gov.in
HFR_MOCK_004049,,Alka Hospital,8075,"Railway Road, Gharounda, Karnal, Haryana - 132114",29.5394553,76.9693845,data.gov.in
HFR_MOCK_004050,,Mata Kalawati Cheritable Hospital,8076,"V.P.O Kohand, Karnal, Haryana - 132114",29.491854,76.9628658,data.gov.in
HFR_MOCK_004051,,Parnami Nursing Home,8077,"Nilokheri, Karnal, Haryana - 132117",29.8390474,76.9304107,data.gov.in
HFR_MOCK_004052,,Arora Eye and Lasik Laser Centre,8079,"650, Sector- 7, Urban State, Karnal, Haryana - 132001",29.9689992,76.873699,data.gov.in
HFR_MOCK_004053,,Karnal Nursing Home,8080,"26, Duggal Colony, Karnal, Haryana - 132001",29.6956184,76.9914875,data.gov.in
HFR_MOCK_004054,,"Life Care Hospital, Karnal",8081,"Main Market, Sector 7, Karnal, Haryana - 132001",28.5685947,77.1721518,data.gov.in
HFR_MOCK_004055,,Tagore Hospital,8083,"H N- 7, Sector, Urban Estate, Karnal, Haryana - 132001",29.9702709,76.8736988,data.gov.in
HFR_MOCK_004056,,R P Stone Clinic Pvt.Ltd..Karnal,8084,"37-38, Sector-14, Urban Estate, Karnal, Haryana - 132001",30.678704,76.844589,data.gov.in
HFR_MOCK_004057,,Agarwal Nursing Home,8086,"Salarpur Road, Kurukshetra, Haryana - 136118",29.9575988,76.8811255,data.gov.in
HFR_MOCK_004058,,Ahuja Hospital,8087,"Sector-17, Kurukshetra, Haryana - 136118",29.9706785,76.8382204,data.gov.in
HFR_MOCK_004059,,Atul Clinic,8093,"105/13, Urban Estate, Kurukshetra, Haryana - 136118",29.9667311,76.87642,data.gov.in
HFR_MOCK_004060,,Bhaskar Medicare Hospital,8096,"507/10, Ladwa Road, Kurukshetra, Haryana - 136118",30.0536751,77.0053625,data.gov.in
HFR_MOCK_004061,,Community Health Centre,8100,"Community Health Centre, Shahabad, Kurukshetra, Haryana - 136118",27.6441382,79.9447096,data.gov.in
HFR_MOCK_004062,,Gaur Nursing Home,8101,"Gaur Enclave,Sudama Nagar, Kurukshetra, Haryana - 136118",22.6891947,75.8330591,data.gov.in
HFR_MOCK_004063,,Kurukshetra Nursing Home / Kurushetra Nursing Home,8104,"Pipli Road, Kurukshetra, Haryana - 136118",29.9642538,76.9114727,data.gov.in
HFR_MOCK_004064,,Lamba Eye Centre,8105,"H.N.-597, Sec.-5, Urban Estate, Kurukshetra, Haryana - 136118",29.1385929,75.7410228,data.gov.in
HFR_MOCK_004065,,Mehta Surgical and Maternity Hospital,8106,"Near Old Bus Stand, Jyotinagar, Kurukshetra, Haryana - 136118",13.7436096,76.9021004,data.gov.in
HFR_MOCK_004066,,Saini Eye Care Centre,8112,"2/8, Sector -7, Urban Estate, Kurukshetra, Haryana - 136118",28.4717634,77.0170436,data.gov.in
HFR_MOCK_004067,,Sanjay Hospital,8113,"Lohat, Ladwa, Kurukshetra, Haryana - 136118",29.9960274,77.0446062,data.gov.in
HFR_MOCK_004068,,Bandlas Nursing Home,8120,"Pehowa Pehowa Pehowa, Kurukshetra, Haryana - 136128",29.9814167,76.5892774,data.gov.in
HFR_MOCK_004069,,Saraswati Mission Hospital / Saraswati Polyclinic Hospital and Diagnostic Centre,8124,"Ambala Road Kurkshetra, Pehowa, Kurukshetra, Haryana - 136128",29.9819627,76.5860662,data.gov.in
HFR_MOCK_004070,,Radha Krishan Hospital,8126,"Pipli Road Ladwa, Kurukshetra, Haryana - 136132",29.9960274,77.0446062,data.gov.in
HFR_MOCK_004071,,Saini Children Hospital,8127,"Indri Chowk, Ladwa, Kurukshetra, Haryana - 136132",29.9957531,77.048798,data.gov.in
HFR_MOCK_004072,,Gaur Maternity and Surgical Hospital,8129,"Ladwa Road Shahbad, Kurukshetra, Haryana - 136135",30.15764,76.8766024,data.gov.in
HFR_MOCK_004073,,Healing Home,8130,"Devi Mandir Road Shahabad Markanda, Kurukshetra, Haryana - 136135",30.1672152,76.8683714,data.gov.in
HFR_MOCK_004074,,Jeevan Jyoti Children Hospital,8131,"Ladwa Road Shahabad, Kurukshetra, Haryana - 136135",30.0536751,77.0053625,data.gov.in
HFR_MOCK_004075,,Landmark Hospital,8132,"Ladwa Road Shahbad, Kurukshetra, Haryana - 136135",30.15764,76.8766024,data.gov.in
HFR_MOCK_004076,,Wadhwa Nursing Home,8133,"Barara Road Near Mal Mandi , Shahabad Markanda, Barara Road Near Mal Mandi, Shahabad Markanda, Kurukshetra, Haryana - 136135",30.1672152,76.8683714,data.gov.in
HFR_MOCK_004077,,Sidharth Hospital,8134,"Ladwa Road, Shahbad Markanda, Kurukshetra, Haryana - 133001",30.15764,76.8766024,data.gov.in
HFR_MOCK_004078,,Saraswati Mission Hospital,8135,"Ambala Road Pehowa, Kurukshetra, Haryana - 136128",30.0885435,76.5474705,data.gov.in
HFR_MOCK_004079,,Agarwal Nursing Home and Alpha Diagnostic Center,8136,"Shekhpura Turn, Mahendergarh Road, Narnaul, Mahendragarh, Haryana - 123001",28.147701,76.2210794,data.gov.in
HFR_MOCK_004080,,Bishnoi Hospital,8137,"Near Sadar Thana,Narnaul, Mahendragarh, Haryana - 123001",28.0657961,76.1014781,data.gov.in
HFR_MOCK_004081,,Children Hospital and Maternity Home,8138,"Opposite New Court Circle , Shiv Colony Mahendergarh Road,Narnaul, Opposite New Court Circle, Shiv Colony Mahendergarh Road,Narnaul, Mahendragarh, Haryana - 123001",28.147701,76.2210794,data.gov.in
HFR_MOCK_004082,,Civil Hospital,8139,"Bahore Road , Opp Agarwal Sabha,Narnaul, Bahore Road, Opp Agarwal Sabha,Narnaul, Mahendragarh, Haryana - 123001",28.0657961,76.1014781,data.gov.in
HFR_MOCK_004083,,Dr Fateh Singh Hospital,8140,"Railway Road, Nizampur, Mandi, Mahendragarh, Haryana - 123001",26.8676942,81.0144196,data.gov.in
HFR_MOCK_004084,,Dr. Maharaj Kr. Goel,8141,"Hn 6/7 Rewani Rd Narnaul, Mahendragarh, Haryana - 123001",28.0657961,76.1014781,data.gov.in
HFR_MOCK_004085,,Goyal Eye Hospital,8143,"Mahavir Chowk Mahendergarh Road, Narnaul, Mahendragarh, Haryana - 123001",28.147701,76.2210794,data.gov.in
HFR_MOCK_004086,,Harsh Hospital,8144,"New Bus Stand, Kalanaur, Mahendragarh, Haryana - 123001",28.8254971,76.3907624,data.gov.in
HFR_MOCK_004087,,Hemant Hospital,8145,"Mahendergarh Road, Shastri Nagar, Mahendragarh, Haryana - 123001",28.2006666,76.5907109,data.gov.in
HFR_MOCK_004088,,Podar Eye Hospital and Nursing Home,8148,"Shivaji Nagar,Near Old Courts ,Narnaul, Shivaji Nagar,Near Old Courts,Narnaul, Mahendragarh, Haryana - 123001",28.0483577,76.1069061,data.gov.in
HFR_MOCK_004089,,Ram Nursing Home,8150,"Singhana Road, Narnaul, Mahendragarh, Haryana - 123001",28.0584011,76.1016705,data.gov.in
HFR_MOCK_004090,,Ramavatar Bal Hospital,8151,"Near Panchayat Bhavan,Narnaul, Mahendragarh, Haryana - 123001",28.0343075,76.17397,data.gov.in
HFR_MOCK_004091,,Ratna Hospital,8152,"Oppositecivil Hospital, Narnaul, Mahendragarh, Haryana - 123001",28.0657961,76.1014781,data.gov.in
HFR_MOCK_004092,,Shanti Hospital and Research Center,8154,"Nizampur Road, Narnaul, Mahendragarh, Haryana - 123001",28.0447735,76.0938366,data.gov.in
HFR_MOCK_004093,,"Singhal Medical, Surgical and Maternity Center",8155,"Oppositetalab Bahadur Singh, Narnaul, Mahendragarh, Haryana - 123001",28.0657961,76.1014781,data.gov.in
HFR_MOCK_004094,,Yadav Surgical and Nursing Home,8157,"Narnaul, Mahendragarh, Haryana - 123001",28.0657961,76.1014781,data.gov.in
HFR_MOCK_004095,,Surendra Hospital,8158,"Ateli Mandi, Ateli, Mahendragarh, Haryana - 123021",28.0959214,76.2583455,data.gov.in
HFR_MOCK_004096,,Ganga Devi Pandey Eye Hospital,8161,"Pandit Deen Dayal Marg, Mahendragarh, Haryana - 123029",28.7014122,77.188595,data.gov.in
HFR_MOCK_004097,,Neetu Nursing Home,8164,"Near Rao Tula Ram Chowk, Mahendragarh, Haryana - 123029",28.5745813,77.1603832,data.gov.in
HFR_MOCK_004098,,Sukhram Hospital,8168,"Dadri Road, Near Fly Over, Mahendragarh, Haryana - 123029",28.5945736,76.2853128,data.gov.in
HFR_MOCK_004099,,Jeevan Hospital,8171,"Near New Sabji Mandi, Rewari Road, Bawal, Bawal, Mahendragarh, Haryana - 123501",28.1963043,76.6027404,data.gov.in
HFR_MOCK_004100,,Om Spero Hospital,8175,"56 Km Stone, Nh-2, Delhi-Mathura Road, 56 KM Stone, NH-2, Delhi-Mathura Road, Palwal, Haryana - 121102",28.1487362,77.3320262,data.gov.in
HFR_MOCK_004101,,Dr. Baglas Nursing Home,8176,"Delhi Mathura Road, Palwal, Haryana - 121102",28.1487362,77.3320262,data.gov.in
HFR_MOCK_004102,,Perfect Vision Eye Centre,8177,"1056/C-4-A, Bye Pass Road, Adjoining Punjab National Bank, Rasoolpur Chowk, 1056/C-4-A, Bye Pass Road, Adjoining Punjab National Bank,\nRasoolpur Chowk, Palwal\n, Haryana - 121102",28.1487362,77.3320262,data.gov.in
HFR_MOCK_004103,,Community Health Centre,8178,"Kalka, Panchkula, Haryana - 133302",30.8354407,76.9317612,data.gov.in
HFR_MOCK_004104,,D Rana`S Hospital Kalaka,8179,"Kalaka, Panchkula, Haryana - 133302",30.6942091,76.860565,data.gov.in
HFR_MOCK_004105,,G D Child Care Centre,8181,"Kalka National Highway Pinjore, Panchkula, Haryana - 134102",30.797013,76.9177947,data.gov.in
HFR_MOCK_004106,,J N Shori Multi Speciality Hospital,8182,"Nalagarh Road, P. O. Pinjore, Panchkula, Haryana - 134102",31.0381011,76.7118672,data.gov.in
HFR_MOCK_004107,,Khera Hospital / Khera Hospital and X-Ray Centre,8183,"45 Shiva Complex Main Bazar Pinjore, Panchkula, Haryana - 134102",30.797013,76.9177947,data.gov.in
HFR_MOCK_004108,,Khurana Hospital,8184,"Near Railyway Crossing, Kalka Road, Pinjore, Panchkula, Haryana - 134102",30.7628772,76.9049316,data.gov.in
HFR_MOCK_004109,,Alchemist Hospitals Ltd. / (Formerly Know As Kaiser Hospital Ltd.),8186,"Sector - 21, Panchkula, Haryana - 134109",30.6747384,76.8634479,data.gov.in
HFR_MOCK_004110,,Bajaj Bone and Joint Clinic,8187,"K.No 889 ,Sector-4, K.No 889,Sector-4, Panchkula, Haryana - 134109",30.6903348,76.8609575,data.gov.in
HFR_MOCK_004111,,Bandhu Nursing Home,8188,"469 Sector 7, Panchkula, Haryana - 134109",30.7052881,76.844708,data.gov.in
HFR_MOCK_004112,,Chakravarty Nursing Home / Chakshu Clinic,8189,"207, Sector-10, Panchkula, Haryana - 134109",30.6898813,76.8483677,data.gov.in
HFR_MOCK_004113,,Divine Eye Clinic,8194,"705, Sector 4, Panchkula, Haryana - 134109",30.6903348,76.8609575,data.gov.in
HFR_MOCK_004114,,Dr Bakshis Clinical Laboratory,8196,"H.No- 702, Sector-9, Panchkula, Haryana - 134109",30.6953385,76.8436041,data.gov.in
HFR_MOCK_004115,,Dr Krishan Lal Singla Nursing Home,8198,"44 Sector-6, Panchkula, Haryana - 134109",30.7064709,76.8562405,data.gov.in
HFR_MOCK_004116,,Gokul Surgical Hospital,8200,"# 1034, Sector - 15, Panchkula, Haryana - 134109",30.684933,76.8389413,data.gov.in
HFR_MOCK_004117,,Gupta Nursing Home,8202,"House No-576, , Sector-16, House No-576, Sector-16, Panchkula, Haryana - 134109",26.88728,80.9940139,data.gov.in
HFR_MOCK_004118,,Jindal Nursing Home,8206,"602, Sector-7, Panchkula, Haryana - 134109",30.7052881,76.844708,data.gov.in
HFR_MOCK_004119,,Jyoti Dental and Eye Care Centre,8207,"No.621, Sector-16, Panchkula, Haryana - 134109",30.6918894,76.8370739,data.gov.in
HFR_MOCK_004120,,Kamla Charitable Diagnostic Centre,8208,"Scf-65 ,Sector-6, Scf-65,Sector-6, Panchkula, Haryana - 134109",30.7064709,76.8562405,data.gov.in
HFR_MOCK_004121,,Kl Nursing Home,8210,"House No-46,Sector 6, Panchkula, Haryana - 134109",30.7064709,76.8562405,data.gov.in
HFR_MOCK_004122,,Makkar Dental Clinic,8211,"Sco 298 Sec. 20, Panchkula, Haryana - 134109",30.6942091,76.860565,data.gov.in
HFR_MOCK_004123,,Malhotra Nursing Home,8212,"# 302, Sector-7, Panchkula, Haryana - 134109",30.7052881,76.844708,data.gov.in
HFR_MOCK_004124,,Mehta Medical Centre,8213,"254, Sector 17, Panchkula, Haryana - 134109",30.6987539,76.8360578,data.gov.in
HFR_MOCK_004125,,Narula Nursing Home,8214,"#131, Sector 7, Panchkula, Haryana - 134109",30.7052881,76.844708,data.gov.in
HFR_MOCK_004126,,Noheria Nursing Home,8215,"#807, Dilsukhnagar, Panchkula, Haryana - 134109",30.6942091,76.860565,data.gov.in
HFR_MOCK_004127,,Ortho Centre / Ortho Nava Hospital,8216,"# 873, Sector - 8, Panchkula, Haryana - 134109",30.6996417,76.844708,data.gov.in
HFR_MOCK_004128,,Orthonova Clinic,8219,"#11 ,Sector-2, 11,Sector-2, Panchkula, Haryana - 134109",30.6960639,76.8648893,data.gov.in
HFR_MOCK_004129,,Phoneix Hospital,8221,"Sco-8 Sector-16, Panchkula, Haryana - 134109",30.6918894,76.8370739,data.gov.in
HFR_MOCK_004130,,Pulse Hospital,8222,"Sector-17, Panchkula, Haryana - 134109",30.6987539,76.8360578,data.gov.in
HFR_MOCK_004131,,Raffels Hospital Pvt. Ltd.,8224,"Sco-138, Sector-14, Panchkula, Haryana - 134109",30.6798774,76.844708,data.gov.in
HFR_MOCK_004132,,Shri Ram Clinic,8225,"1187, Sector -11, Panchkula, Haryana - 134109",30.6942091,76.860565,data.gov.in
HFR_MOCK_004133,,Siddarth Nursing Home,8228,"House No-851,Sector 17, Panchkula, Haryana - 134109",30.7398339,76.782702,data.gov.in
HFR_MOCK_004134,,Sidharrth Nursing Home,8229,"H.No- 30,Sector 12-A, Panchkula, Haryana - 134109",30.6942091,76.860565,data.gov.in
HFR_MOCK_004135,,Takkar Dental Clinic,8232,"496.Sector-9, Panchkula, Haryana - 134109",30.6953385,76.8436041,data.gov.in
HFR_MOCK_004136,,Verma Maternity Centre7Nursing Home,8233,"270,Sector-6, Panchkula, Haryana - 134109",30.7064709,76.8562405,data.gov.in
HFR_MOCK_004137,,Chc Raipur Rani,8235,"Raipur Rani, Panchkula, Haryana - 134204",30.583187,77.0190228,data.gov.in
HFR_MOCK_004138,,"Alchemist Hospital, Panchkula",8236,"Sector 21, Panchkula, Haryana - 134112",30.6747384,76.8634479,data.gov.in
HFR_MOCK_004139,,Chakravarty Nursing Home,8237,"207, Sector 10, Panchkula, Haryana - 134109",30.6898813,76.8483677,data.gov.in
HFR_MOCK_004140,,Chakravarty Polyclinics,8238,"208, Sector-10, Panchkula, Haryana - 134109",30.6898813,76.8483677,data.gov.in
HFR_MOCK_004141,,Drishti Eye Hospital,8239,"Sco-26, Sector-11, Panchkula, Haryana - 134109",30.6864116,76.8533575,data.gov.in
HFR_MOCK_004142,,Shri Ram Hospital,8240,"1187, Sector 11, Near Main Bus Stand, Panchkula, Haryana - 134112",23.216719,72.6421769,data.gov.in
HFR_MOCK_004143,,Phoenix Hospital,8241,"Sco 8, Sector 16, Panchkula, Haryana - 134108",30.6918894,76.8370739,data.gov.in
HFR_MOCK_004144,,A S Dahiya Hospital / A.S Dhaiya Hospital,8243,"2, Arya Nagar, Asandh Road, Panipat, Haryana - 132103",29.3936623,76.947512,data.gov.in
HFR_MOCK_004145,,Aarti Nursing Home,8244,"Teshil Road, Panipat, Haryana - 132103",29.3909464,76.9635023,data.gov.in
HFR_MOCK_004146,,Aggarwal Eye Hospital,8246,"Gohana Road ,Near Gt Road, Gohana Road,Near Gt Road, Panipat, Haryana - 132103",29.3788655,76.9656473,data.gov.in
HFR_MOCK_004147,,Akash Hospital,8248,"New Grain Market, Samalkha, Panipat, Haryana - 132103",29.2405629,77.0113048,data.gov.in
HFR_MOCK_004148,,Altius Maharaja Agarsain Hospital,8249,"Near Devi Mandir, Panipat, Haryana - 132103",29.3909464,76.9635023,data.gov.in
HFR_MOCK_004149,,Amar Hospital,8250,"Waiser Roadmadlauda, Panipat, Haryana - 132103",29.3909464,76.9635023,data.gov.in
HFR_MOCK_004150,,Anand Hospital Navdeep Eye Center / Anand Nursing Home,8251,"No.105 Adarsh Nagar Near Head Post Office, Panipat, Haryana - 132103",17.4068477,78.4623915,data.gov.in
HFR_MOCK_004151,,Arora Psychiatric Nursing Home,8252,"811 ,Model Town, 811,Model Town, Panipat, Haryana - 132103",29.388958,76.9599852,data.gov.in
HFR_MOCK_004152,,Bajaj Eye Centre,8254,"206 , New Sukdev Nagar, 206, New Sukdev Nagar, Panipat, Haryana - 132103",28.6971398,77.1596946,data.gov.in
HFR_MOCK_004153,,Batra Hospital,8255,"550,Sector - Ii,Huda, Panipat, Haryana - 132103",29.3622905,76.9931074,data.gov.in
HFR_MOCK_004154,,Chaturbhuj Leelawati Trust Hospital and Nursing Home / Chaterbuj Trust Hospital,8258,"Ralways Road, Panipat, Haryana - 132103",29.3909464,76.9635023,data.gov.in
HFR_MOCK_004155,,Chhabra Hospital,8259,"1, Narian Singh Park Assandh Road, Panipat, Haryana - 132103",29.3955427,76.9580198,data.gov.in
HFR_MOCK_004156,,Civil Hospital,8261,"Bus Stand, Panipat, Haryana - 132103",29.3909464,76.9635023,data.gov.in
HFR_MOCK_004157,,D.K. Gastro-Care Clinic,8262,"203, Sukhdev Nagar, Panipat, Haryana - 132103",29.3986523,76.971507,data.gov.in
HFR_MOCK_004158,,D.N.Batra Hospital,8263,"Gohana Road, Panipat, Haryana - 132103",29.3781682,76.9644342,data.gov.in
HFR_MOCK_004159,,Delhi Eye Hospital,8264,"123,Sukhdev Nagar, Panipat, Haryana - 132103",29.3986523,76.971507,data.gov.in
HFR_MOCK_004160,,Dn Hospital,8267,"Gohana Road Krishan Pura, Panipat, Haryana - 132103",29.3781682,76.9644342,data.gov.in
HFR_MOCK_004161,,Dr Bharat General and Dental Hospital,8268,"5/9, Near Shiv Chowk, Sanoli Road, Panipat, Haryana - 132103",29.388306,76.9780583,data.gov.in
HFR_MOCK_004162,,Dr Narayana Datta Hospital,8269,"Model Town, Panipat, Haryana - 132103",29.388958,76.9599852,data.gov.in
HFR_MOCK_004163,,Dr Sudhir Sabharwal Orthopaedic Center,8270,"2, Gole Market, Model Town, Panipat, Haryana - 132103",28.7065412,77.1905524,data.gov.in
HFR_MOCK_004164,,Dr. G.C. Gupta Hospital,8271,"372-373 Huda, Phase -1, Sector- 11-12, Panipat, Haryana - 132103",29.3735591,76.9772675,data.gov.in
HFR_MOCK_004165,,Dr.Chaudary Hospital,8273,"971/24,Jatal Road, Panipat, Haryana - 132103",29.3759124,76.9451241,data.gov.in
HFR_MOCK_004166,,Dr.Narayan Datt Hospital,8275,"Model Town, Panipat, Haryana - 132103",29.388958,76.9599852,data.gov.in
HFR_MOCK_004167,,Heritage Hospitals Pvt Ltd,8281,"Plot No-145, Vijay Nagar, Panipat, Haryana - 132103",28.6516342,77.4209149,data.gov.in
HFR_MOCK_004168,,Hyderabadi General Hospital and Nursing Home,8282,"Sanoli Road Sanjay Chowk, Panipat, Haryana - 132103",29.3897296,76.97317,data.gov.in
HFR_MOCK_004169,,Jain Ent Center,8283,"117 , Sukhdev Nagar, 117, Sukhdev Nagar, Panipat, Haryana - 132103",29.3986523,76.971507,data.gov.in
HFR_MOCK_004170,,Kapila Hospital,8286,"Padaw, Samalkha, Panipat, Haryana - 132103",29.2405629,77.0113048,data.gov.in
HFR_MOCK_004171,,Kohli Nursing Home,8288,"Sarang Road, Panipat, Haryana - 132103",29.3909464,76.9635023,data.gov.in
HFR_MOCK_004172,,Kundu Hospital,8289,"Gohana Road, Panipat, Haryana - 132103",29.3781682,76.9644342,data.gov.in
HFR_MOCK_004173,,Malik Hospital,8293,"Gohana Road (Near G.T.Road), Panipat, Haryana - 132103",29.3788655,76.9656473,data.gov.in
HFR_MOCK_004174,,Mittal Chest Allegery and General Hospital,8295,"396, Huda Colony, Sector - Ii, Panipat, Haryana - 132103",28.8916618,76.635549,data.gov.in
HFR_MOCK_004175,,Pritam Nursing Home,8303,"1119, Bishan Sarup Colony,, Panipat, Haryana - 132103",29.3980821,76.9657463,data.gov.in
HFR_MOCK_004176,,Rainbow Children Hospital,8306,"No. 152-R, Model Town, Panipat, Haryana - 132103",30.9504406,74.6151551,data.gov.in
HFR_MOCK_004177,,Sai Ram Nursing Home,8308,"Jattal Road, JattalRoad, Panipat, Haryana - 132103",29.3909464,76.9635023,data.gov.in
HFR_MOCK_004178,,Saradana Hospital / Sardana Hospital,8311,"Gohana Rd, Panipat, Haryana - 132103",29.3781682,76.9644342,data.gov.in
HFR_MOCK_004179,,Shipra Hospitals Pvt. Ltd.,8312,"Plot No.-154, Vijay Nagar, Panipat, Haryana - 132103",28.6515136,77.4208293,data.gov.in
HFR_MOCK_004180,,Shri Hyderabadi Biradari Shiksha and Medical Sanstha,8314,"Sanoli Road, Panipat, Haryana - 132103",29.3872866,76.9993642,data.gov.in
HFR_MOCK_004181,,Sombeer Hospital / Sombir Hospital / Somdir Hospital,8317,"Khanna Road Near Gohana Road, Panipat, Haryana - 132103",29.3776606,76.9693889,data.gov.in
HFR_MOCK_004182,,Soni Hospital,8318,"435-L, Model Town, Panipat, Haryana - 132103",29.388958,76.9599852,data.gov.in
HFR_MOCK_004183,,"ESI Hospital, Panipat",8322,"Esic  Building, Panipat, Haryana - 132103",29.3909464,76.9635023,data.gov.in
HFR_MOCK_004184,,Madaan Hospital,8323,"Assandh Road, Model Town, Assandh Road, Model Town\n, Panipat, Haryana - 132103",29.3942309,76.9467794,data.gov.in
HFR_MOCK_004185,,Ravindra Hospital\n,8324,"638, Model Town, Panipat, Haryana - 132103",29.388958,76.9599852,data.gov.in
HFR_MOCK_004186,,Dr. G.C.Gupta Hospital,8328,"372-373, Huda Sec-2, Panipat, Haryana - 132103",29.3909464,76.9635023,data.gov.in
HFR_MOCK_004187,,Apex Hospital And Trauma Centre / Apex Hospital (Multi Speciality Centre),8331,"Plot No: 5 (Near S B I) Sector 6 Dharuhera, Rewari, Haryana - 123106",28.2142461,76.7985669,data.gov.in
HFR_MOCK_004188,,Ahuja Hospital,8334,"Near Modawala Mandir Main Gate, Delhi Road, Narnaul, Rewari, Haryana - 123401",28.0657961,76.1014781,data.gov.in
HFR_MOCK_004189,,Arora Nursing Home,8336,"Model Town, Rewari, Haryana - 123401",28.1877433,76.6167212,data.gov.in
HFR_MOCK_004190,,Bansal Hospital Heart Care Center,8339,"G.T. Road Old Bus Stand, Rewari, Haryana - 123401",31.1027186,77.1602007,data.gov.in
HFR_MOCK_004191,,Birendra Hospital,8340,"Leo Chowk, Rewari, Haryana - 123401",28.1927631,76.6239423,data.gov.in
HFR_MOCK_004192,,Civil Hospital,8342,"Circular Road, Rewari, Haryana - 123401",28.1933219,76.6203179,data.gov.in
HFR_MOCK_004193,,Dr. Arora Vijay Memorial Hospital,8347,"201-R,Model Town, Rewari, Haryana - 123401",28.1877433,76.6167212,data.gov.in
HFR_MOCK_004194,,Dr. Kaushal Surgical Hospital and Maternity Home,8348,"Court Road, Model Town, Rewari, Haryana - 123401",31.6386589,74.8659017,data.gov.in
HFR_MOCK_004195,,Dr. Ramjass Hospital,8349,"Near Railway Station, Circular Road, Rewari, Haryana - 123401",30.1397227,74.1950513,data.gov.in
HFR_MOCK_004196,,Dr.S.S. Yadav Ram-Bhagwan Charitable Institute,8351,"Mirpur, Rewari, Haryana - 123401",28.1927631,76.6239423,data.gov.in
HFR_MOCK_004197,,Dr.Ved Prakash Surgical and Laproscopic Centre,8352,"Court Road,Model Town(Near Bus Stand), Rewari, Haryana - 123401",30.8989156,75.845453,data.gov.in
HFR_MOCK_004198,,Health Point,8356,"Bighar, Fatehabad, Rewari, Haryana - 123401",28.1927631,76.6239423,data.gov.in
HFR_MOCK_004199,,Imran Ent Hospital,8359,"Rao Matadin Hospital,  Road, Narnaul, Rewari, Haryana - 123401",28.0657961,76.1014781,data.gov.in
HFR_MOCK_004200,,Kalawati Hospital,8360,"Garhi Bolni Rd, Model Town, Rewari, Haryana - 123401",28.1880105,76.6170739,data.gov.in
HFR_MOCK_004201,,Medimax Hospital,8366,"Rampur, Rewari, Haryana - 123401",28.1927631,76.6239423,data.gov.in
HFR_MOCK_004202,,Naithani Neuro Cente,8369,"Ambedkar Chowk, Rewari, Haryana - 123401",28.1927631,76.6239423,data.gov.in
HFR_MOCK_004203,,Om Heart Care and Medical Centre,8370,"218-L,Court Road,Model Town, Rewari, Haryana - 123401",31.6386589,74.8659017,data.gov.in
HFR_MOCK_004204,,Poonam Child Care Centre,8371,"R-205,Model Town, Rewari, Haryana - 123401",28.1877433,76.6167212,data.gov.in
HFR_MOCK_004205,,"Samudayik Swasthya Kender, Khaul",8374,"Khaul, Rewari, Haryana - 123401",28.1927631,76.6239423,data.gov.in
HFR_MOCK_004206,,Shakuntla Multi Speciality Hospital,8376,"Near Leo Chowk, Circular Road, Rewari, Haryana - 123401",28.1940591,76.621356,data.gov.in
